Time,No,Text
201304,54840,"[C]Geräusch auf unebener Fahrbahn vorne
[R]beide vorderen Stabigelenke müssen erneuert werden
[T]abnormaler Verschleiß
[C]Geräusch auf unebener Fahrbahn vorne
[R]beide vorderen Stabigelenke müssen erneuert werden
[T]abnormaler Verschleiß
"
201304,54840,"[C]Im Rahmen der Wartung festgestellt: Koppelstange vorne rechts ausgeschlagen
[R]Koppelstange muss erneuert werden
[T]erhöhtes Spiel
[C]Im Rahmen der Wartung festgestellt: Koppelstange vorne rechts ausgeschlagen
[R]Koppelstange muss erneuert werden
[T]erhöhtes Spiel
"
201306,54830,"[C]Klappergeräusch bei unebener Fahrbahn
[R]Koppelstange muss erneuert werden
[T]Koppelstange v.l. ausgeschlagen
[C]Klappergeräusch bei unebener Fahrbahn
[R]Koppelstange muss erneuert werden
[T]Koppelstange v.l. ausgeschlagen
"
201304,54830,"[C]Geräusche auf unebener Fahrbahn
[R]Koppelstangen ersetzt
[T]Koppelstange vorn rechts und links ausgeschlagen
[C]Geräusche auf unebener Fahrbahn
[R]Koppelstangen ersetzt
[T]Koppelstange vorn rechts und links ausgeschlagen
"
201301,54840,"[C]Poltergeräusch an der Vorderachse
[R]Koppelstangen vorne erneuert
[T]Koppelstange ausgeschlagen
[C]Poltergeräusch an der Vorderachse
[R]Koppelstangen vorne erneuert
[T]Koppelstange ausgeschlagen
"
201302,54840,"[C]Poltergeräusche an der Vorderachse
[R]Koppelstangen vorne erneuert
[T]Koppelstangen ausgeschlagen
[C]Poltergeräusche an der Vorderachse
[R]Koppelstangen vorne erneuert
[T]Koppelstangen ausgeschlagen
"
201302,55300,"[C]Ölfleck hinten unter dem Fahrzeug
[R]Stoßdämpfer hinten erneuert
[T]Stoßdämpfer hinten rechts undicht
[C]Ölfleck hinten unter dem Fahrzeug
[R]Stoßdämpfer hinten erneuert
[T]Stoßdämpfer hinten rechts undicht
"
201306,54840,"[C]Poltergeräusche an der Vorderachse
[R]Koppelstangen vorne beide erneuert
[T]Koppelstangen zu schwach ausgelegt
[C]Poltergeräusche an der Vorderachse
[R]Koppelstangen vorne beide erneuert
[T]Koppelstangen zu schwach ausgelegt
"
201301,55300,"[C]Stoßdämpfer h.l. ist undicht &#40;TÜV Mangel&#41;
[R]Stoßdämpfer h.l. ersetzt
[T]Stoßdämpfer h.l. ist undicht
[C]Stoßdämpfer h.l. ist undicht &#40;TÜV Mangel&#41;
[R]Stoßdämpfer h.l. ersetzt
[T]Stoßdämpfer h.l. ist undicht
"
201301,55300,"[C]Stoßdämpfer h.r. ist undicht
[R]Stoßdämpfer h.r. ersetzt
[T]Stoßdämpfer h.r. ölt
[C]Stoßdämpfer h.r. ist undicht
[R]Stoßdämpfer h.r. ersetzt
[T]Stoßdämpfer h.r. ölt
"
201301,54830,"[C]Poltergeräusche bei unebener Fahrbahn
[R]Stabipendel erneuert
[T]Stabipendel der Vorderachse sind ausgeschlagen. Poltergeräusche bei unebener Fahrbahn
[C]Poltergeräusche bei unebener Fahrbahn
[R]Stabipendel erneuert
[T]Stabipendel der Vorderachse sind ausgeschlagen. Poltergeräusche bei unebener Fahrbahn
"
201304,55300,"[C]Klappergeräusch auf unebener Fahrbahn
[R]Stoßdämpfer hinten ersetzen
[T]Stoßdämpfer hinten undicht-Materialfehler
[L]Stoßdämpfer hinten
[C]Klappergeräusch auf unebener Fahrbahn
[R]Stoßdämpfer hinten ersetzen
[T]Stoßdämpfer hinten undicht-Materialfehler
[L]Stoßdämpfer hinten
"
201305,55300,"[C]Stoßdämpfer hinten rechts undicht &#40;Festgestellt bei der 55000km Inspektion &#41;
[R]Stoßdämpfer hinten rechts ersetzen
[T]Stoßdämpfer fehlerhafte /ungenügende Abdichtung vorhanden
[C]Stoßdämpfer hinten rechts undicht &#40;Festgestellt bei der 55000km Inspektion &#41;
[R]Stoßdämpfer hinten rechts ersetzen
[T]Stoßdämpfer fehlerhafte /ungenügende Abdichtung vorhanden
"
201304,54840,"[C]Klappergeräusch bei unebenerstr
[R]Koppelstangen vorne links und rechts ersetzen
[T]Koppelstangen vorne links und rechts ausgeschlagen
[C]Klappergeräusch bei unebenerstr
[R]Koppelstangen vorne links und rechts ersetzen
[T]Koppelstangen vorne links und rechts ausgeschlagen
"
201303,55300,"[C]Es wurde festgestellt das die hinteren Stoßdämpfer Ölfeucht sind.
[R]Hintere Stossdämpfer wurden erneuert
[T]Materialschwäche, Dämpfer müssen erneuert werden
[C]Es wurde festgestellt das die hinteren Stoßdämpfer Ölfeucht sind.
[R]Hintere Stossdämpfer wurden erneuert
[T]Materialschwäche, Dämpfer müssen erneuert werden
"
201302,55300,"[C]Kunde bekam vom TÜV Mängelliste, mit der Angabe, daß der Stoßdämpfer hi.re. stark feucht sei.
[R]Erneuerung des Stoßdämpfer hi.re.
[T]Nach Begutachtung mußten wir die Angabe des TÜV bestätigen.
[C]Kunde bekam vom TÜV Mängelliste, mit der Angabe, daß der Stoßdämpfer hi.re. stark feucht sei.
[R]Erneuerung des Stoßdämpfer hi.re.
[T]Nach Begutachtung mußten wir die Angabe des TÜV bestätigen.
"
201306,54830,"[C]Abnormale Klopfgeräusche beim Fahren
[R]Koppelstange vl erneuern
[T]Koppelstange vl ausgeschlagen
[C]Abnormale Klopfgeräusche beim Fahren
[R]Koppelstange vl erneuern
[T]Koppelstange vl ausgeschlagen
"
201302,54830,"[C]Bei der TÜV Vprprüfung ausgeschlagene Kopelstange festgestellt.
[R]Koppelstange vl. erneuert.
[T]Koppelstange muss erneuert werden.
[C]Bei der TÜV Vprprüfung ausgeschlagene Kopelstange festgestellt.
[R]Koppelstange vl. erneuert.
[T]Koppelstange muss erneuert werden.
"
201303,54840,"[C]Kunde gibt an: bei der HU ausgeschlagene Koppelstange rechts festgestellt.
[R]Koppelstange erneuert.
[T]Koppelstange ist ausgeschlagen.
[C]Kunde gibt an: bei der HU ausgeschlagene Koppelstange rechts festgestellt.
[R]Koppelstange erneuert.
[T]Koppelstange ist ausgeschlagen.
"
201303,54830,"[C]Kunde gibt an: Geräusch bei Unebenheiten überprüfen.
[R]Koppelstange vorne links erneuert.
[T]Koppelstange vorne links ausgeschlagen.
[C]Kunde gibt an: Geräusch bei Unebenheiten überprüfen.
[R]Koppelstange vorne links erneuert.
[T]Koppelstange vorne links ausgeschlagen.
"
201303,54830,"[T]KUNDE GIBT AN  KLACKERN AN DER VORDERACHSE. BEIDE KOPPEL- STANGEN SIND AUSGESCHLAGEN. KOPPELSTANGEN VORNE ERNEUERT.
"
201307,54830,"[C]Klappern von vorne während der Fahrt
[R]Koppelstange muss erneuert werden
[T]Koppelstange links ausgeschlagen
[C]Klappern von vorne während der Fahrt
[R]Koppelstange muss erneuert werden
[T]Koppelstange links ausgeschlagen
"
201307,54840,"[C]KLAPERN VON DER VA
[R]DRUCKSTANGE ERNEUERN
[T]ERHÖHTES SPIEL DRUCKSTANGE VR
[C]KLAPERN VON DER VA
[R]DRUCKSTANGE ERNEUERN
[T]ERHÖHTES SPIEL DRUCKSTANGE VR
"
201305,54840,"[C]Im Rahmen der Wartung und Probefahrt festgestellt.
[R]Stabistangen vorne erneuern
[T]Stabilisator an der Vorderachse ausgeschlagen haben zu viel Spiel.
[C]Im Rahmen der Wartung und Probefahrt festgestellt.
[R]Stabistangen vorne erneuern
[T]Stabilisator an der Vorderachse ausgeschlagen haben zu viel Spiel.
"
201302,54830,"[C]Geräusche von der Vorderachse
[R]Koppelstange VL ernuern
[T]Koppelstange vorne links defekt
[C]Geräusche von der Vorderachse
[R]Koppelstange VL ernuern
[T]Koppelstange vorne links defekt
"
201303,54830,"[C]Geräusche  VA
[R]Stabistütze VL erneuern
[T]übermäßiges Luftspiel zwischen Kugel und Pfanne der Stabistütze Vl--defekt
[L]1745
[C]Geräusche  VA
[R]Stabistütze VL erneuern
[T]übermäßiges Luftspiel zwischen Kugel und Pfanne der Stabistütze Vl--defekt
[L]1745
"
201304,54830,"[C]Klapper Geräusche von der Vorderachse
[R]Koppelstange vorne erneuert
[T]Koppelstangen ausgeschlagen
[C]Klapper Geräusche von der Vorderachse
[R]Koppelstange vorne erneuert
[T]Koppelstangen ausgeschlagen
"
201302,54840,"[C]Klappern vorne
[R]Koppelstange rechts vorne ersetzt.
[T]Klappern vorne rechts bei unebener Strasse, Koppelstange defekt.
[L]1764
[C]Klappern vorne
[R]Koppelstange rechts vorne ersetzt.
[T]Klappern vorne rechts bei unebener Strasse, Koppelstange defekt.
[L]1764
"
201301,54840,"[C]Klappergeräusche vorne bei unebener Fahrbahn
[R]Koppelstangen ersetzt
[T]Die Klappergeräusche kommen von beiden vorderen Koppelstangen-sind beide ausgeschlagen
"
201304,54830,"[C]Klappergeräusche bei unebener Fahrbahn
[R]Druckstange ersetzt
[T]Druckstange vorne links ist ausgeschlagen
[C]Klappergeräusche bei unebener Fahrbahn
[R]Druckstange ersetzt
[T]Druckstange vorne links ist ausgeschlagen
"
201306,54830,"[C]Klappergeräusche auf unebener Straße
[R]Stabipendel VL. ern.
[T]Stabipendel VL. ausgeschlagen.
[C]Klappergeräusche auf unebener Straße
[R]Stabipendel VL. ern.
[T]Stabipendel VL. ausgeschlagen.
"
201302,54840,"[C]Klappergeräusch bei Unebenheiten
[R]Druckstange erneuern
[T]Druckstange Stabilisator hat Spiel
[C]Klappergeräusch bei Unebenheiten
[R]Druckstange erneuern
[T]Druckstange Stabilisator hat Spiel
"
201302,54830,"[C]Geräusche bei unebenheiten
[R]erneuern
[T]stabipendel ausgeschlagen
[C]Geräusche bei unebenheiten
[R]erneuern
[T]stabipendel ausgeschlagen
"
201301,54840,"[C]Inspektion durchführen
[T]Lenker rechts ausgeschlagen
[C]Inspektion durchführen
[T]Lenker rechts ausgeschlagen
"
201306,54830,"[C]schlagendes Geräusch vorne bei Unebenheiten
[R]Stabi ers.
[T]Stabi hat Spiel
[C]schlagendes Geräusch vorne bei Unebenheiten
[R]Stabi ers.
[T]Stabi hat Spiel
"
201303,54830,"[C]Klappern an der Vorderachse Bereich Unterboden bei unebener Fahrbahn
[R]Koppelstangen beide Seiten erneuert
[T]Koppelstangen beide Seiten ausgeschlagen
[C]Klappern an der Vorderachse Bereich Unterboden bei unebener Fahrbahn
[R]Koppelstangen beide Seiten erneuert
[T]Koppelstangen beide Seiten ausgeschlagen
"
201301,54840,"[C]Poltergeräusch bei Bodenunebenheiten
[R]Koppelstange links und rechts erneuert
[T]Koppelstangen sind verschlissen
[C]Poltergeräusch bei Bodenunebenheiten
[R]Koppelstange links und rechts erneuert
[T]Koppelstangen sind verschlissen
"
201304,54830,"[C]Klopfendes Geräusch vorn aussen
[R]Koppelstange links und rechts erneuern
[T]Koppelstange links und rechts ausgeschlagen
[C]Klopfendes Geräusch vorn aussen
[R]Koppelstange links und rechts erneuern
[T]Koppelstange links und rechts ausgeschlagen
"
201301,54830,"[C]Poltergeräusche auf unebene Straße
[R]Erneuert
[T]Stabistange links defekt
[C]Poltergeräusche auf unebene Straße
[R]Erneuert
[T]Stabistange links defekt
"
201302,54840,"[C]Klappergeräusche vorne.
[R]Beide vordere Koppelstangen erneuert.
[T]Koppelstangen vorne links und rechts haben Spiel. Koppelstange vorne links und rechts ersetzen.
[C]Klappergeräusche vorne.
[R]Beide vordere Koppelstangen erneuert.
[T]Koppelstangen vorne links und rechts haben Spiel. Koppelstange vorne links und rechts ersetzen.
"
201308,54830,"[C]Hinterachsgeräusche prüfen Reparatur nach Absprache
[R]Koppelstange vorne links ersetzt
[T]Die Koppelstange vorne links hat Spiel und muss ersetzt werden
[C]Hinterachsgeräusche prüfen Reparatur nach Absprache
[R]Koppelstange vorne links ersetzt
[T]Die Koppelstange vorne links hat Spiel und muss ersetzt werden
"
201301,54830,"[C]Fahrzeug klappert bei Unebenheiten
[R]Spurstangenkopf links erneuert
[T]Koppelstange links ist ausgeschlagen
[C]Fahrzeug klappert bei Unebenheiten
[R]Spurstangenkopf links erneuert
[T]Koppelstange links ist ausgeschlagen
"
201304,54830,"[C]Poltergeräusche vom Stoßdämpfer
[R]Koppelstange muss ersetzt werden
[T]Koppelstange li ausgeschlagen
[L]1836
[C]Poltergeräusche vom Stoßdämpfer
[R]Koppelstange muss ersetzt werden
[T]Koppelstange li ausgeschlagen
[L]1836
"
201306,55300,"[C]Bei Wartung aufgefallen Stoßdämpfer hinten links undicht
[R]Bei Stoßdämpfer hinten ersetzt
[T]beide hinten ersetzen
"
201302,55300,"[C]Poltern Hinterachse
[R]Stoßdämpfer ersetzt
[T]Stoßdämpfer hinten rechts undicht
[L]1855
[C]Poltern Hinterachse
[R]Stoßdämpfer ersetzt
[T]Stoßdämpfer hinten rechts undicht
[L]1855
"
201302,54840,"[C]Poltern Vorderachse
[R]Koppelstangen links und rechts ersetzt
[T]Geräusche an der Vorderachse
[L]1855
[C]Poltern Vorderachse
[R]Koppelstangen links und rechts ersetzt
[T]Geräusche an der Vorderachse
[L]1855
"
201304,54830,"[C]Klappern vorn
[R]Stabis vorn ersetzen
[T]Klappern von der Vorderachse - Stabis vorn haben Spiel
[L]Stabistangen vorn ersetzt
[C]Klappern vorn
[R]Stabis vorn ersetzen
[T]Klappern von der Vorderachse - Stabis vorn haben Spiel
[L]Stabistangen vorn ersetzt
"
201306,54830,"[C]Klopfgeräusch auf unebener Strasse
[R]Beide Stabilisatorstangen ersetzen
[T]Stabilisatorstangen ausgeschlagen
[C]Klopfgeräusch auf unebener Strasse
[R]Beide Stabilisatorstangen ersetzen
[T]Stabilisatorstangen ausgeschlagen
"
201306,55300,"[C]Öltropfen beim Reifen hinten rechts
[R]Stoßdämpfer hinten rechts ersetzen
[T]Stoßdämpfer hinten rechts undicht
[C]Öltropfen beim Reifen hinten rechts
[R]Stoßdämpfer hinten rechts ersetzen
[T]Stoßdämpfer hinten rechts undicht
"
201306,55300,"[C]Beim Service wurde festgestellt das beide hinteren Stoßdämpfer Öl verlieren
[R]Stoßdämpfer hinten rechts und links erneuern
[T]Stoßdämpfer hinten rechts und links erneuern
[L]1885
[C]Beim Service wurde festgestellt das beide hinteren Stoßdämpfer Öl verlieren
[R]Stoßdämpfer hinten rechts und links erneuern
[T]Stoßdämpfer hinten rechts und links erneuern
[L]1885
"
201301,54830,"[C]Geräusche aus der Vorderachse auf unebener Fahrbahn
[R]Stabistangen vorne erneuert
[T]Stabistangen vorne haben Spiel
[C]Geräusche aus der Vorderachse auf unebener Fahrbahn
[R]Stabistangen vorne erneuert
[T]Stabistangen vorne haben Spiel
"
201304,54830,"[C]Geräusch / Klappern, Poltern bei queren Unebenheiten, bzw. ziemlich holprigen Straßen im hinteren Fahrzeugbereich
[R]beide Stabipendel erneuern
[T]Fzg angehoben und Vorderachse auf Spiel geprüft / beide Stabipendel ausgeschlagen
[C]Geräusch / Klappern, Poltern bei queren Unebenheiten, bzw. ziemlich holprigen Straßen im hinteren Fahrzeugbereich
[R]beide Stabipendel erneuern
[T]Fzg angehoben und Vorderachse auf Spiel geprüft / beide Stabipendel ausgeschlagen
"
201302,54840,"[C]Poltergeräusche von VR
[R]Stabistange VR erneuern inkl. Muttern
[T]Stabistange VR ausgeschlagen
[C]Poltergeräusche von VR
[R]Stabistange VR erneuern inkl. Muttern
[T]Stabistange VR ausgeschlagen
"
201301,55300,"[C]Klopfen aus der Hinterachse bei unebenheit
[R]Stoßdämpfer hinten erneuern
[T]Stoßdämpfer Hinterachse undicht
"
201308,54830,"[C]Poltern beim Fahren
[R]erneuern
[T]ausgeschlagen
[C]Poltern beim Fahren
[R]erneuern
[T]ausgeschlagen
"
201306,55300,"[C]Poltern hinten
[R]erneuern
[T]undicht
[L]VH 1888
[C]Poltern hinten
[R]erneuern
[T]undicht
[L]VH 1888
"
201307,54830,"[C]Geräusche beim fahren auf unebene strasse
[R]stabistange links erneuert
[T]stabistange links ausgeschlagen
[C]Geräusche beim fahren auf unebene strasse
[R]stabistange links erneuert
[T]stabistange links ausgeschlagen
"
201303,54830,"[C]Geräusche am beim Überfahren von Unebenheiten
[R]Pendelstangen ers
[T]Pendelstangen ausgeschlagen
[C]Geräusche am beim Überfahren von Unebenheiten
[R]Pendelstangen ers
[T]Pendelstangen ausgeschlagen
"
201302,54830,"[C]ungewöhnliche Geräusche beim fahren von vorn
[R]Pendel r+l ers
[T]Pendel am Kugelkopf ausgeschlagen, Pendel r+l Matrialfehler
[C]ungewöhnliche Geräusche beim fahren von vorn
[R]Pendel r+l ers
[T]Pendel am Kugelkopf ausgeschlagen, Pendel r+l Matrialfehler
"
201303,54840,"[C]klappern aus dem Unterboden
[R]Pendel vorn ers
[T]Pendel rechts und links ausgeschlagen, Materialfehler
[C]klappern aus dem Unterboden
[R]Pendel vorn ers
[T]Pendel rechts und links ausgeschlagen, Materialfehler
"
201307,54830,"[C]Klappern bei unebener Wegstrecke
[R]Koppelstange vorn links erneuert, Mangel behoben
[T]Koppelstange vorn links erhöhtes Spiel
"
201306,54840,"[T]KUNDE BEANSTANDET  KLOPFENDES GERAEUSCH BEIM BEFHREN VON UNEBENHEITEN AUS DEM VORDEREM FAHRZEUGBEREICH
"
201303,54830,"[C]Geräusche aus Unterboden
[R]Koppelstangen vorne erneuert
[T]Koppelstangen sind ausgeschlagen
[L]1917
[C]Geräusche aus Unterboden
[R]Koppelstangen vorne erneuert
[T]Koppelstangen sind ausgeschlagen
[L]1917
"
201304,55300,"[C]Geräusche aus HA
[R]Dämpfer erneuert
[T]Dämpfer sind undicht
[C]Geräusche aus HA
[R]Dämpfer erneuert
[T]Dämpfer sind undicht
"
201304,55300,"[C]Stoßdämpfer hinten undicht
[R]Stoßdämpfer hinten ersetzen
[T]Stoßdämpfer hinten undicht
[C]Stoßdämpfer hinten undicht
[R]Stoßdämpfer hinten ersetzen
[T]Stoßdämpfer hinten undicht
"
201301,54830,"[C]Geräusche an der Vorderachse
[R]Koppelstangen gewechselt
[T]Koppelstangen defekt
[C]Geräusche an der Vorderachse
[R]Koppelstangen gewechselt
[T]Koppelstangen defekt
"
201303,54830,"[C]Geräusche bei unebener Fahrbahn
[R]Koppelstange ersetzt
[T]Koppelstange ausgeschlagen
[L]1937
[C]Geräusche bei unebener Fahrbahn
[R]Koppelstange ersetzt
[T]Koppelstange ausgeschlagen
[L]1937
"
201303,54840,"[C]Klappern beim fahren auf unebener Fahrbahn
[R]Koppelstangen links und rechts ersetzt
[T]Koppelstange links und rechts ausgeschlagen
[C]Klappern beim fahren auf unebener Fahrbahn
[R]Koppelstangen links und rechts ersetzt
[T]Koppelstange links und rechts ausgeschlagen
"
201307,54830,"[C]Geräusche beim fahren auf unebener Fahrbahn
[R]Koppelstangen vorne links und rechts ersetzen
[T]Koppelstange vorne links und rechts ersetzen
[C]Geräusche beim fahren auf unebener Fahrbahn
[R]Koppelstangen vorne links und rechts ersetzen
[T]Koppelstange vorne links und rechts ersetzen
"
201308,54830,"[C]BEI INSPEKTION FESTGESTELLT
STABILISATORPENDEL VORN LINKS HAT ÜBERHÖHTES SPIEL
[R]STABIPENDEL ERSETZEN
[T]STABIPENDEL VORN LINKS AUSGESCHLAGEN
"
201307,54830,"[C]Vorderachsgeräusche
[R]Stabianlenkung erneuern
[T]Stabianlenkung VA links Spiel im Kugelgelenk
[L]1940
[C]Vorderachsgeräusche
[R]Stabianlenkung erneuern
[T]Stabianlenkung VA links Spiel im Kugelgelenk
[L]1940
"
201301,54840,"[C]Geräusche auf Unebener Fahrfahn
[R]Druckstange erneuert
[T]Koppelstange VR ausgeschlagen
[L]1941
[C]Geräusche auf Unebener Fahrfahn
[R]Druckstange erneuert
[T]Koppelstange VR ausgeschlagen
[L]1941
"
201308,54830,"[C]beim überfahren von Unebenheiten Poltergeräusch von vorn
[R]Druckstange erneuert
[T]Druckstange vorn links ausgeschlagen
"
201301,54840,"[C]Geräusche Vorderachse
[R]Stabilisatorpendel vorn rechts ersetzen
[T]Geräusch überprüfen
[C]Geräusche Vorderachse
[R]Stabilisatorpendel vorn rechts ersetzen
[T]Geräusch überprüfen
"
201301,54840,"[C]Geräusche vorn bei Bodenwellen
[R]Stabilisatorpendel ersetzen
[T]Stabilisatorpendel ausgeschlagen
"
201302,54830,"[C]Bei der Inspektion wurde festgestellt, dass die Stabistange vorne links ausgeschlagen ist
[R]Stabistange vorne links ern.
[T]bei der Inspektion wurde festgestellt, dass die Stabistange vorne links ausgeschlagen ist
[L]Stabistange war ausgeschlagen--wurde bei Inspektion festgestellt
[C]Bei der Inspektion wurde festgestellt, dass die Stabistange vorne links ausgeschlagen ist
[R]Stabistange vorne links ern.
[T]bei der Inspektion wurde festgestellt, dass die Stabistange vorne links ausgeschlagen ist
[L]Stabistange war ausgeschlagen--wurde bei Inspektion festgestellt
"
201302,54830,"[C]Klappergeräusche aus dem vorderen Bereich bei Fahrten über Unebenheiten
[R]Druckstange erneuert
[T]Klopfgeräusche kommen von der Vorderachse--Stabi-Stange  vorne links ist ausgeschlagen
"
201306,54830,"[C]Koppelstange vorne links defekt &#40;Werkstattfeststellung&#41;
[R]Koppelstange vorne links ersetzt
[T]Koppelstange vorne links defekt &#40;Werkstattfeststellung&#41;
[L]1949
[C]Koppelstange vorne links defekt &#40;Werkstattfeststellung&#41;
[R]Koppelstange vorne links ersetzt
[T]Koppelstange vorne links defekt &#40;Werkstattfeststellung&#41;
[L]1949
"
201308,54840,"[C]kLAPPERRERÄUSCHE VORN
[R]KOPPELSTANGEN GEWECHSELT
[T]KOPPELSTANGEN HABEN SPIEL
[C]kLAPPERRERÄUSCHE VORN
[R]KOPPELSTANGEN GEWECHSELT
[T]KOPPELSTANGEN HABEN SPIEL
"
201302,54840,"[C]Klappergeräusche Bei Unebenheiten,Wurde Bei Der Inspektion Festgestellt.
[R]Koppelstange Rechts Erneuern.
[T]Koppelstange Rechts Ausgeschlagen.
[C]Klappergeräusche Bei Unebenheiten,Wurde Bei Der Inspektion Festgestellt.
[R]Koppelstange Rechts Erneuern.
[T]Koppelstange Rechts Ausgeschlagen.
"
201306,55300,"[C]Stoßdämpfer Hinten Rechts Undicht,Wurde Bei Der Inspektion Festgestellt.
[R]Stoßdämpfer Hinten rechts erneuert.
[T]Stoßdämpfer Hinten Rechts Undicht.
[C]Stoßdämpfer Hinten Rechts Undicht,Wurde Bei Der Inspektion Festgestellt.
[R]Stoßdämpfer Hinten rechts erneuert.
[T]Stoßdämpfer Hinten Rechts Undicht.
"
201304,54830,"[C]klappern bei Unebenheiten
[R]Stabigelanke vorn lks rts. ern.
[T]klappern bei Unebenheiten
[C]klappern bei Unebenheiten
[R]Stabigelanke vorn lks rts. ern.
[T]klappern bei Unebenheiten
"
201307,55300,"[C]Stoßdämpfer hinten rechts undicht
[R]Stoßdämpfer hinten rechts erneuern.
[T]undicht
[C]Stoßdämpfer hinten rechts undicht
[R]Stoßdämpfer hinten rechts erneuern.
[T]undicht
"
201303,55300,"[C]Stoßdämpfer hinten prüfen Geräusche
[R]Stoßdämpfer erneuern
[T]Stoßdämpfer hinten rechts undicht
[C]Stoßdämpfer hinten prüfen Geräusche
[R]Stoßdämpfer erneuern
[T]Stoßdämpfer hinten rechts undicht
"
201308,54830,"[C]Klapper/Poltergeräusch Fahrwerk vorn
[R]Wechseln der Stabistange
[T]Stabistange / Halter Links Vorn Spiel
[C]Klapper/Poltergeräusch Fahrwerk vorn
[R]Wechseln der Stabistange
[T]Stabistange / Halter Links Vorn Spiel
"
201308,54840,"[C]Klappergeräusch bei unebener Fahrbahn von der Vorderachse
[R]Stabistangen vorne erneuert
[T]Kugelgelenke der Stabistangen vorne links und rechts ausgeschlagen
"
201302,54840,"[C]Geräusche bei Fahrbahnunebenheiten
[R]Stabistange vorne rechts erneuert
[T]Stabistange vorne rechts ausgeschlagen
"
201303,54840,"[C]Geräusch vorne
[R]Koppelstangen erneuert
[T]Koppelstangen beidseitig ausgeschlagen
[C]Geräusch vorne
[R]Koppelstangen erneuert
[T]Koppelstangen beidseitig ausgeschlagen
"
201305,54830,"[C]Fahrzeug klappert beim Fahren
[R]Koppelstange VL erneuert
[T]Koppelstange VL ausgeschlagen
[C]Fahrzeug klappert beim Fahren
[R]Koppelstange VL erneuert
[T]Koppelstange VL ausgeschlagen
"
201307,55300,"[C]Bei Inspektion fiel auf, dass der Stoßdämpfer hinten rechts undicht ist. Bei Inspektion fiel auf, dass der Stoßdämpfer hinten links undicht ist.
[R]Stoßdämpfer an der HA ersetzt.
[T]Stoßdämpfer an der HA undicht.
"
201305,55300,"[C]beide hinteren Stoßdämpfer verlieren Öl
[R]Stoßdämpfer erneuert
[T]Stoßdämpfer undicht
[C]beide hinteren Stoßdämpfer verlieren Öl
[R]Stoßdämpfer erneuert
[T]Stoßdämpfer undicht
"
201302,54840,"[C]Stabipendel vorn rechts hat Spiel - ausgeschlagen
[R]Stabipendel rechts erneuert
[T]Pendel hat Spiel
[C]Stabipendel vorn rechts hat Spiel - ausgeschlagen
[R]Stabipendel rechts erneuert
[T]Pendel hat Spiel
"
201302,54840,"[C]Klappergeräusch unten
[R]Stabilisatorpendel erneuert
[T]beide Stabilisatorpendel ausgeschlagen - erhöhtes Spiel
[C]Klappergeräusch unten
[R]Stabilisatorpendel erneuert
[T]beide Stabilisatorpendel ausgeschlagen - erhöhtes Spiel
"
201302,54840,"[C]Klappern vorne prüfen
[R]Stabipendel vo.re. erneuert
[T]Stabipendel vorn rechts ausgeschlagen - erhöhtes Spiel
[C]Klappern vorne prüfen
[R]Stabipendel vo.re. erneuert
[T]Stabipendel vorn rechts ausgeschlagen - erhöhtes Spiel
"
201308,54830,"[C]KLAPPERGERÄUSCHE VOM UNTERBODEN
[R]DRUCKSTANGE ERNEUERN
[T]LINKE DRUCKSTANGE AUSGESCHLAGEN
[C]KLAPPERGERÄUSCHE VOM UNTERBODEN
[R]DRUCKSTANGE ERNEUERN
[T]LINKE DRUCKSTANGE AUSGESCHLAGEN
"
201302,54830,"[C]BEI REPARATUR FESTGESTELLT, GERÄUSCHE ACHSE BEI UNEBENHEITEN
[R]BEIDE STABI ERS.
[T]BEIDE STABILISATOREN SPIEL
[C]BEI REPARATUR FESTGESTELLT, GERÄUSCHE ACHSE BEI UNEBENHEITEN
[R]BEIDE STABI ERS.
[T]BEIDE STABILISATOREN SPIEL
"
201304,54830,"[C]Poltergeräusch vorn
[R]Koppelstange vorn links ersetzen
[T]Koppelstange vorn links ausgeschlagen
[L]1983
[C]Poltergeräusch vorn
[R]Koppelstange vorn links ersetzen
[T]Koppelstange vorn links ausgeschlagen
[L]1983
"
201302,54830,"[C]Klappern in der Vorderachse
[R]Koppelstange ersetzt
[T]Koppelstange zu viel Spiel
[C]Klappern in der Vorderachse
[R]Koppelstange ersetzt
[T]Koppelstange zu viel Spiel
"
201303,54830,"[C]starke Poltergeräusche von vorn bei unebenheiten
[R]Gelenkstangen Stabilisator vorn re+li ersetzt
[T]Gelenkstangen Stabilisator vorn ausgeschlagen re+li
[C]starke Poltergeräusche von vorn bei unebenheiten
[R]Gelenkstangen Stabilisator vorn re+li ersetzt
[T]Gelenkstangen Stabilisator vorn ausgeschlagen re+li
"
201302,54830,"[C]knackendes Geräusch aus der Vorderachse
[R]Koppelstange ersetzen
[T]Koppelstange links ausgeschlagen
[C]knackendes Geräusch aus der Vorderachse
[R]Koppelstange ersetzen
[T]Koppelstange links ausgeschlagen
"
201302,54830,"[C]klappern von Vorderachse
[R]Stabipendel v.l. erneuert
[T]Klappern VA Stabipendel v.l. ausgeschlagen
[C]klappern von Vorderachse
[R]Stabipendel v.l. erneuert
[T]Klappern VA Stabipendel v.l. ausgeschlagen
"
